gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Prob,Churn_Prediction,Actual_Churn,CustomerID,Contract,PaymentMethod,InternetService
0,0,0,0,9,1,0,98.3,-0.598392921731915,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0.94584537,1,1,9734-YWGEX,Month-to-month,Credit card (automatic),Fiber optic
1,0,0,0,17,1,0,93.85,-0.2886075480781697,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.54657066,1,1,2719-BDAQO,Month-to-month,Electronic check,Fiber optic
0,0,1,0,56,1,1,105.6,1.67162376309977,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0.35453108,0,0,5285-MVEHD,One year,Credit card (automatic),Fiber optic
1,0,1,1,67,1,0,81.35,1.3760007628623678,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,0.0042398637,0,0,0379-DJQHR,Two year,Credit card (automatic),DSL
1,1,0,0,9,1,1,100.5,-0.6005547793562167,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.96640086,1,1,0781-LKXBR,Month-to-month,Electronic check,Fiber optic
1,0,0,0,4,1,1,56.4,-0.9022221570329928,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.2314015,0,0,5543-QDCRY,Month-to-month,Electronic check,DSL
1,0,0,0,19,1,1,65.35,-0.4623503098026516,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,0.051822815,0,0,0297-RBCSG,One year,Bank transfer (automatic),DSL
0,0,0,1,8,1,0,19.95,-0.930436605007296,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.21711309,0,0,4694-PHWFW,Month-to-month,Mailed check,No
0,0,0,0,71,1,1,111.25,2.516733616028274,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0.0044159815,0,0,0835-JKADZ,Two year,Electronic check,Fiber optic
1,1,0,0,10,1,1,72.85,-0.7020076692966549,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5696364,1,1,1907-UBQFC,Month-to-month,Electronic check,Fiber optic
0,1,0,0,15,1,0,89.0,-0.4374448275798304,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.27193552,0,0,7508-SMHXL,Month-to-month,Credit card (automatic),Fiber optic
1,0,1,1,72,1,1,106.1,2.456885455469803,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,0.029794522,0,0,3865-YIOTT,One year,Bank transfer (automatic),Fiber optic
1,0,0,0,12,1,0,20.05,-0.8880377238449733,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.023099983,0,0,5993-BQHEA,One year,Credit card (automatic),No
1,0,1,1,72,1,1,25.2,-0.21217043921893539,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.00040836318,0,0,6024-RUGGH,Two year,Bank transfer (automatic),No
1,1,1,0,1,1,1,73.55,-0.9733869804615324,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.88621545,1,1,6513-EECDB,Month-to-month,Electronic check,Fiber optic
0,1,0,0,23,1,1,75.4,-0.28071014981796605,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.094066754,0,0,3956-CJUST,Month-to-month,Bank transfer (automatic),Fiber optic
1,0,0,0,72,0,1,65.55,1.115188082330556,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.001451424,0,0,4079-WWQQQ,Two year,Bank transfer (automatic),DSL
0,0,0,0,26,1,1,80.7,-0.038295318864394336,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.4794964,0,0,6103-BOCOU,Month-to-month,Electronic check,Fiber optic
0,0,0,0,21,1,1,104.55,-0.017823850748558953,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,0.06879995,0,0,5149-TGWDZ,One year,Mailed check,Fiber optic
1,0,1,0,60,1,0,24.15,-0.34144070124349907,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.01624681,0,0,7471-WNSUF,One year,Bank transfer (automatic),No
1,0,0,0,12,1,0,20.45,-0.8931776506456087,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.019046903,0,0,8942-DBMHZ,Month-to-month,Mailed check,No
1,0,1,0,16,1,1,75.4,-0.48107905595603967,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5871773,1,0,4301-VVZKA,Month-to-month,Electronic check,Fiber optic
0,0,1,0,63,1,1,79.7,1.1057906195963472,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,0.024477195,0,0,9199-PWQVC,One year,Credit card (automatic),DSL
0,1,0,0,22,1,0,81.7,-0.20246413968125485,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.26040024,0,0,4824-GUCBY,Month-to-month,Electronic check,Fiber optic
0,0,1,1,32,1,0,76.3,0.05486309692566243,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,0.04942883,0,0,5393-HJZSM,Month-to-month,Bank transfer (automatic),DSL
0,1,0,0,3,1,1,79.4,-0.9153697809522146,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8605217,1,1,7074-IEVOJ,Month-to-month,Electronic check,Fiber optic
0,0,0,0,13,1,1,81.15,-0.5856864932462242,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.50608903,1,1,9625-QSTYE,Month-to-month,Electronic check,Fiber optic
0,0,1,1,68,1,1,103.75,2.099936289971601,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,0.014422386,0,0,0862-PRCBS,Two year,Credit card (automatic),Fiber optic
0,0,1,1,30,1,0,86.45,0.11393916547545453,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,0.08140193,0,0,8812-ZRHFP,One year,Electronic check,Fiber optic
0,0,0,0,16,1,0,75.1,-0.47073302303973935,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11228531,0,0,5146-CBVOE,Month-to-month,Bank transfer (automatic),Fiber optic
1,0,0,0,33,1,0,80.6,0.1638163092361265,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0026239867,0,0,0454-OKRCT,Two year,Bank transfer (automatic),Fiber optic
1,0,1,0,72,1,0,19.3,-0.43016510292656995,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,9.6725664e-05,0,0,5787-KXGIY,Two year,Credit card (automatic),No
0,1,0,0,4,1,1,84.6,-0.8469624289832434,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.8680421,1,1,4750-ZRXIU,Month-to-month,Electronic check,Fiber optic
0,0,0,0,12,0,1,33.6,-0.8137183530666874,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.023168482,0,0,4198-VFOEA,One year,Mailed check,DSL
0,1,1,0,4,1,1,83.25,-0.8699266512985284,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.79234785,1,0,6630-UJZMY,Month-to-month,Electronic check,Fiber optic
0,0,1,1,0,1,0,80.85,-0.9701662537967567,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,0.0038228636,0,0,5709-LVOEQ,Two year,Mailed check,DSL
0,0,0,0,6,1,1,79.05,-0.8141374887285419,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.77722466,1,1,6400-BWQKW,Month-to-month,Electronic check,Fiber optic
0,0,1,0,65,1,1,108.05,2.134989267165633,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0.043038294,0,0,2692-AQCPF,One year,Credit card (automatic),Fiber optic
0,0,0,0,15,1,0,19.9,-0.8644558279227448,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.1098798,0,0,0347-UBKUZ,Month-to-month,Mailed check,No
0,0,0,1,24,1,0,21.05,-0.7713194719043647,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.023466557,0,0,0835-DUUIQ,One year,Bank transfer (automatic),No
0,0,0,1,13,0,0,30.15,-0.8372120099022097,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.08739307,0,0,0811-GSDTP,Month-to-month,Electronic check,DSL
1,0,0,0,24,1,1,79.85,-0.12300484210233367,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.19664624,0,0,7567-ECMCM,Month-to-month,Credit card (automatic),Fiber optic
0,0,1,0,72,0,0,65.5,1.1647122697444035,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.0007232309,0,0,6115-ZTBFQ,Two year,Bank transfer (automatic),DSL
0,0,1,1,54,1,1,104.1,1.4850642740312148,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.36471227,0,0,6353-BRMMA,Month-to-month,Bank transfer (automatic),Fiber optic
0,0,0,0,3,1,0,74.4,-0.910626930041757,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5683162,1,1,6680-WKXRZ,Month-to-month,Bank transfer (automatic),Fiber optic
1,0,1,1,4,1,1,20.5,-0.9716001389557322,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.1737197,0,0,6231-WFGFH,Month-to-month,Mailed check,No
0,1,1,1,32,1,1,91.35,0.2721077283962944,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0.40824693,0,0,9904-EHEVJ,Month-to-month,Mailed check,Fiber optic
1,1,0,0,35,1,1,99.05,0.49237454858661317,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.70068437,1,1,7028-DVOIQ,Month-to-month,Electronic check,Fiber optic
1,0,1,1,35,1,0,20.5,-0.670815152146018,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.00025455898,0,0,6169-PPETC,Two year,Bank transfer (automatic),No
1,1,0,0,2,1,0,44.95,-0.9682691134325736,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4217608,0,1,4208-UFFGW,Month-to-month,Mailed check,DSL
0,0,0,0,8,1,0,75.6,-0.7695546901702409,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.10723966,0,0,8584-KMVXD,Month-to-month,Electronic check,Fiber optic
1,0,0,0,22,1,0,55.1,-0.45295284706844263,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.1821986,0,0,8467-WYNSR,Month-to-month,Mailed check,DSL
0,0,0,0,15,1,0,58.95,-0.5844290862606609,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.2325247,0,0,0851-DFJKB,Month-to-month,Electronic check,DSL
1,0,0,0,22,1,1,95.1,-0.05170766004373477,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.77498513,1,0,5382-SOYZL,Month-to-month,Electronic check,Fiber optic
1,0,1,0,1,1,0,44.7,-0.9861154687189,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.39943424,0,1,9448-REEVD,Month-to-month,Credit card (automatic),DSL
0,0,1,1,71,1,0,25.45,-0.2057951652044135,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.00036888456,0,0,3261-CQXOL,Two year,Bank transfer (automatic),No
1,0,0,0,4,1,0,56.75,-0.8976778440676242,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.12483406,0,0,8388-FYNPZ,Month-to-month,Electronic check,DSL
1,0,0,0,25,1,0,81.75,-0.11073960905017372,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,0.054042555,0,0,4002-BQWPQ,Month-to-month,Bank transfer (automatic),DSL
0,0,1,1,32,1,1,86.1,0.1958691574821489,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.5110111,1,0,5651-YLPRD,Month-to-month,Electronic check,Fiber optic
1,1,1,0,7,0,0,29.8,-0.9085753712758383,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.18460004,0,0,2826-DXLQO,Month-to-month,Bank transfer (automatic),DSL
1,0,0,0,17,1,1,20.5,-0.844447615012117,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.016376035,0,0,4378-BZYFP,One year,Mailed check,No
1,1,1,0,8,1,0,60.9,-0.7623190850603336,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.04914877,0,0,9489-UTFKA,Month-to-month,Bank transfer (automatic),DSL
0,1,0,0,56,1,0,73.25,0.7828576220233799,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,0.0022264833,0,0,4849-PYRLQ,Two year,Bank transfer (automatic),DSL
1,0,0,0,1,1,1,45.7,-0.985674273285369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6878452,1,1,9117-SHLZX,Month-to-month,Mailed check,DSL
1,1,0,0,8,1,0,100.3,-0.6386078854982598,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,0.77763027,1,1,9889-TMAHG,Month-to-month,Credit card (automatic),Fiber optic
1,0,0,0,7,1,0,19.25,-0.9562906574122086,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.01756703,0,1,4541-RMRLG,Month-to-month,Electronic check,No
1,0,0,1,3,1,0,20.85,-0.9790784015540814,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.026683189,0,0,7764-BDPEE,Month-to-month,Mailed check,No
0,0,0,0,71,1,0,77.35,1.4428418710423045,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0.001025526,0,0,3429-IFLEM,Two year,Credit card (automatic),DSL
0,0,0,0,2,1,1,96.0,-0.9287159428165253,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.9285638,1,1,3158-MOERK,Month-to-month,Electronic check,Fiber optic
0,0,0,0,1,1,0,90.55,-0.9658866580915065,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.940027,1,1,7294-TMAOP,Month-to-month,Electronic check,Fiber optic
1,0,1,0,49,1,1,93.85,1.0823852018475313,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.37056193,0,0,5002-GCQFH,Month-to-month,Bank transfer (automatic),Fiber optic
1,0,0,0,58,1,0,70.1,0.7805413459973426,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0.0017511942,0,0,0556-FJEGU,Two year,Bank transfer (automatic),DSL
1,1,1,0,44,0,1,30.35,-0.40594347362572164,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.83665913,1,1,8919-FYFQZ,Month-to-month,Electronic check,DSL
0,0,1,1,59,1,1,75.95,0.9982271729015056,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,0.0011541817,0,0,0604-THJFP,Two year,Credit card (automatic),DSL
1,0,0,0,71,1,1,108.05,2.3173132800722915,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,0.67611367,1,1,2834-JRTUA,Two year,Electronic check,Fiber optic
1,0,0,0,1,1,1,69.9,-0.9749973437939203,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.93084115,1,1,5875-YPQFJ,Month-to-month,Electronic check,Fiber optic
0,0,0,0,11,1,0,75.25,-0.6137685825904681,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.3169022,0,0,5879-SESNB,Month-to-month,Electronic check,Fiber optic
1,1,1,0,62,1,1,103.75,1.810467966031955,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0.10535812,0,1,6646-QVXLR,One year,Electronic check,Fiber optic
0,0,1,1,35,1,1,54.95,-0.16050645395246305,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.023646737,0,0,6461-PPAXN,One year,Bank transfer (automatic),DSL
0,0,0,0,20,1,1,19.5,-0.8236231905494569,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.12600644,0,0,3318-ISQFQ,Month-to-month,Bank transfer (automatic),No
1,0,1,1,40,1,0,19.6,-0.6489318586428835,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.0009589201,0,0,1106-HRLKZ,Two year,Mailed check,No
0,0,0,0,39,1,1,47.85,-0.17356583878497867,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.024772827,0,0,2483-XSSMZ,One year,Electronic check,DSL
1,0,0,0,1,1,1,86.6,-0.9676293800539538,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.9579477,1,1,8603-IJWDN,Month-to-month,Electronic check,Fiber optic
0,0,1,1,72,1,0,23.75,-0.2649594728409117,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0002564875,0,0,8165-ZJRNM,Two year,Bank transfer (automatic),No
0,1,1,0,33,1,1,80.6,0.1661987645771936,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.37910005,0,1,9369-XFEHK,Month-to-month,Bank transfer (automatic),Fiber optic
0,0,0,0,12,1,0,43.8,-0.7671722348291738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14156671,0,0,2604-XVDAM,Month-to-month,Bank transfer (automatic),DSL
1,0,0,0,1,1,0,19.75,-0.9971232947854967,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.17599338,0,0,3717-OFRTN,Month-to-month,Bank transfer (automatic),No
1,0,0,1,27,1,0,19.15,-0.7687605383898853,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.0025929997,0,0,9046-JBFWA,Month-to-month,Mailed check,No
1,0,1,1,34,1,0,19.6,-0.7063534443169347,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.003201071,0,0,3280-NMUVX,One year,Credit card (automatic),No
0,0,1,0,56,1,0,80.3,0.9855648639591675,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.010434834,0,0,1206-EHBDD,Two year,Bank transfer (automatic),Fiber optic
0,0,0,0,58,1,0,24.35,-0.3776407865647123,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.00442162,0,0,8361-LBRDI,Two year,Credit card (automatic),No
0,0,1,1,22,1,0,25.25,-0.7607969608146519,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.0032330898,0,0,4883-KCPZJ,Two year,Credit card (automatic),No
0,0,1,1,10,1,0,26.1,-0.9063252745648304,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.017325504,0,0,9108-EQPNQ,Two year,Credit card (automatic),No
1,0,0,0,13,1,0,20.0,-0.8873979904663534,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.004144299,0,0,7277-KAMWT,Two year,Credit card (automatic),No
0,0,0,0,35,1,0,85.3,0.28135077272876735,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.54237825,1,1,3842-IYKUE,Month-to-month,Credit card (automatic),Fiber optic
0,0,0,0,34,1,1,70.0,0.06013538235635701,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.67032427,1,1,6641-XRPSU,Month-to-month,Credit card (automatic),Fiber optic
0,1,0,0,4,1,1,94.3,-0.8185715028355277,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.9658201,1,1,1374-DMZUI,Month-to-month,Electronic check,Fiber optic
1,0,1,0,72,1,0,20.7,-0.347529198226226,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.000115369294,0,0,2545-LXYVJ,Two year,Bank transfer (automatic),No
1,0,0,0,2,1,0,70.3,-0.9474226291982369,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0.18613443,0,0,3234-VKACU,Month-to-month,Electronic check,DSL
0,0,0,0,7,1,1,95.35,-0.7142508425771383,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.7560867,1,1,8357-EQXFO,Month-to-month,Electronic check,Fiber optic
1,1,1,0,27,1,1,75.5,-0.17023481326182013,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.23804331,0,1,1989-PRJHP,Month-to-month,Electronic check,Fiber optic
1,0,1,1,4,1,1,69.55,-0.8801403255847695,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.329042,0,0,8120-JDCAM,Month-to-month,Mailed check,Fiber optic
0,0,0,0,37,1,0,19.85,-0.6598293858510976,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.0011343348,0,0,8917-FAEMR,Two year,Mailed check,No
1,0,0,0,21,1,0,20.0,-0.8215495720118615,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.0125947,0,0,7047-YXDMZ,Month-to-month,Mailed check,No
0,1,1,0,53,1,1,95.85,1.207309688851815,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0.32554337,0,0,2858-EIMXH,One year,Credit card (automatic),Fiber optic
0,0,0,0,18,1,1,90.1,-0.2942989691707188,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.59301317,1,1,9524-EGPJC,Month-to-month,Electronic check,Fiber optic
0,0,0,0,2,1,0,68.95,-0.9530037514324033,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.45647433,0,1,6993-OHLXR,Month-to-month,Electronic check,Fiber optic
1,0,1,1,32,1,1,99.55,0.4080400414671751,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.77593094,1,1,8818-XYFCQ,Month-to-month,Credit card (automatic),Fiber optic
1,1,1,0,23,1,1,20.75,-0.7917688802485234,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0.019081376,0,0,6419-ZTTLE,One year,Electronic check,No
1,0,0,0,3,1,1,50.15,-0.9348706191142819,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.33981308,0,0,0929-HYQEW,Month-to-month,Mailed check,DSL
0,0,1,1,71,0,0,58.65,0.8230284662463716,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,0.00028594973,0,0,6614-YOLAC,Two year,Mailed check,DSL
1,0,0,0,9,1,1,95.9,-0.6407697431225613,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0.3157048,0,0,7426-RHZGU,Month-to-month,Bank transfer (automatic),Fiber optic
0,0,0,0,1,1,0,49.5,-0.9839977306379514,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.20309225,0,0,4065-JJAVA,Month-to-month,Electronic check,DSL
1,0,1,1,18,1,0,57.45,-0.5686784092836067,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.10543862,0,1,4695-VADHF,Month-to-month,Electronic check,DSL
1,0,1,1,12,1,0,53.65,-0.6986104644584668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,0.433754,0,1,3863-IUBJR,One year,Credit card (automatic),DSL
1,0,1,0,71,1,1,80.1,1.458416069845946,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,9.211653e-05,0,0,7649-SIJJF,Two year,Mailed check,DSL
0,0,0,0,64,1,1,24.4,-0.29939477642800105,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.015997665,0,0,9361-YNQWJ,One year,Bank transfer (automatic),No
1,0,0,0,4,0,1,40.05,-0.9341647064206325,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.34820288,0,0,3748-FVMZZ,Month-to-month,Electronic check,DSL
0,0,0,0,23,1,1,19.5,-0.7983868117514874,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.04351758,0,0,9391-TTOYH,Month-to-month,Mailed check,No
0,0,1,1,39,1,0,51.05,-0.09432713892282295,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.042450048,0,0,1452-XRSJV,Month-to-month,Credit card (automatic),DSL
1,0,1,0,28,1,0,54.35,-0.3764936784375318,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.022878751,0,0,3422-WJOYD,One year,Mailed check,DSL
0,1,0,0,5,1,1,84.7,-0.8326676969368411,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.4870276,0,0,8242-SOQUO,Month-to-month,Electronic check,Fiber optic
0,1,1,0,45,1,1,86.1,0.6978172022102924,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.31097773,0,0,7460-ITWWP,Month-to-month,Electronic check,Fiber optic
1,0,0,0,37,1,1,70.35,0.12049091766338886,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2338253,0,0,7147-AYBAA,Month-to-month,Mailed check,Fiber optic
0,1,1,0,60,1,1,110.0,1.9362086645882712,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.038701456,0,0,7868-TMWMZ,Two year,Bank transfer (automatic),Fiber optic
1,1,0,0,8,1,1,100.6,-0.6443213663624853,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.96861255,1,1,4822-RVYBB,Month-to-month,Electronic check,Fiber optic
0,0,0,0,47,1,0,94.9,1.0303903200059106,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,0.01612893,0,0,6732-FZUGP,One year,Credit card (automatic),Fiber optic
